title,time,summary,details
Bangladesh confirms three new cases of coronavirus,19 March 2020 01:18 PM,"Bangladesh has confirmed three new cases of coronavirus, all from the same family, taking the total to 17.","The victims, including two men and a woman, came into contact with a Bangladeshi returnee from Italy. Two of them are suffering from fever while another is showing symptoms of mild fever. The victims have been hospitalised. Prof Abul Kalam Azad, director general of Directorate General of Health Services, shared the information in a briefing on Thursday. The infected woman is aged 22 and the men are aged 65 and 32. ""These are all cases of local transmission and the patients belong to the same family. They came into contact with an Italy returnee in the family who was already infected.” The woman has mild symptoms, said the director general. The other two patients have fever and receiving treatment in the hospital, Azad said adding the patients have no other ailments. There are 19 people kept in isolation at present, while 43 people in quarantine, he said. The Institute of Epidemiology, Disease Control and Research reported the first coronavirus death in the country on Wednesday. A septuagenarian got infected with the coronavirus after coming into contact with a person who returned from the overseas. The patient already suffered from chronic pulmonary disease, diabetes, hypertension and kidney ailments. He went through a stenting procedure too."
Malaysia seeks Rohingyas for coronavirus checks after mosque outbreak,19 March 2020 01:24 PM,"Malaysian authorities are scrambling to track down about 2,000 Rohingya men who attended a Muslim religious gathering that has led to a big spike in coronavirus cases across Southeast Asia, a security source and two other people told Reuters.","More than 100,000 Rohingyas live in Malaysia after fleeing from Myanmar, but they are considered illegal immigrants. Their status would likely make many of them reluctant to identify themselves to get tested for the coronavirus even if they showed symptoms, other sources, in the Rohingya community, said. Malaysia's search for the Rohingyas highlights the challenge for governments trying to track the virus among communities living without official papers and wary of authorities. The religious gathering late last month at a mosque on the outskirts of the Malaysian capital of Kuala Lumpur was attended by some 16,000 people, including the Rohingya Muslims from Myanmar, one source said. As well as the Rohingyas, about 1,500 Muslims from across Asia attended. Nearly 600 coronavirus cases in Southeast Asia have been linked to the gathering, including 513 in Malaysia, 61 in Brunei, 22 in Cambodia, at least five in Singapore and two in Thailand. Malaysia has 790 coronavirus cases in all. Malaysian authorities have been tracking down the participants but say they have been unable to find about 4,000 of them. ""They have gone back to their families across Malaysia, it has become difficult for us to contact them. Many are afraid of admitting that they attended, they fear they will get into problems with the authorities,"" one of the sources, who works with the refugee community, said. ""The government is concerned that if they don't come forward, the infection might spread further."" 'SEEK MEDICAL ATTENTION' The government had asked the police criminal investigation division to look for the missing participants, the security source said. Police declined to comment and directed queries to the Malaysian National Security Council under the prime minister's office. It could not immediately be reached for comment. Malaysia implemented travel curbs and shut down non-essential businesses from Wednesday for two weeks to contain the coronavirus after the spike in cases linked to the mosque gathering. One person who attended the gathering died from COVID-19, the disease caused by the virus, this week. Participants spent most of their time crowded into the mosque for the four-day event, but some went to restaurants, shopping malls and Kuala Lumpur's landmark Petronas twin towers, according to Reuters interviews with people who attended and social media posts. The United Nations High Commissioner for Refugees (UNHCR) in Malaysia told Reuters it had heard that refugees and asylum-seekers were at the gathering and it was working with the Ministry of Health to ensure that all refugee and asylum-seeking communities were included in government response measures. ""Refugees and asylum-seekers are advised to seek medical attention if they present symptoms of COVID-19 infection, regardless of whether they were present at events like the mentioned religious gathering,"" UNHCR Malaysia said in an email. The Ministry of Health did not respond to requests for comment. A 39-year Rohingya father of four, who lives in the Malaysian state of Penang, said he spent days at the mosque event with nearly two dozen Rohingya friends. He said none of them was showing any symptoms and he went to a hospital but no test was done. ""Everything's fine, no fever nothing,"" the construction worker said. Reuters is withholding his name to protect his identity. Salman, a Bangladeshi construction worker who lives near the mosque, said he and many other Bangladeshis went to the gathering. His coronavirus test was negative but the hospital calls him daily to check if he has symptoms, Salman said. ""When I went for testing, they didn’t ask for passport or work permit or any documents. They just asked for my name, age and address,"" said Salman, who declined to give his full name."
BCB suspends all forms of cricket in Bangladesh amid virus fears,19 March 2020 02:50 PM,"The Bangladesh Cricket Board, or BCB, has suspended all forms of cricket in the country for an indefinite period amid coronavirus fears.","There is no realistic possibility of cricket returning to the fields until April 15, said BCB President Nazmul Hassan. The board president made the announcement at Shere Bangla National Stadium in Mirpur on Thursday. “Earlier, we suspended a round of Dhaka Premier League games. However, by taking the current situation into consideration, we are suspending all forms of cricket indefinitely. I am not seeing any possibility of Dhaka League games returning to the field until April 15.” State Minister for Youth and Sports Zahid Ahsan Russell on Monday announced suspension of all domestic sports until March 31 as a precautionary measure. However, BCB then only declared suspension of Dhaka League games scheduled for March 18 and 19."
Bangladesh assigns army to build coronavirus quarantine unit,19 March 2020 05:39 PM,Bangladesh has assigned the army to build quarantine facilities for people with coronavirus symptoms at the Biswa Ijtema venue in Tongi.,"Health Minister Zahid Malik announced the decision at a media briefing in Dhaka on Thursday. He also said the government was planning to lock specific areas down if the coronavirus cases rise. The government has taken adequate preparations such as readying several hospitals to tackle the outbreak, according to the minister. “We can’t move large machines for the intensive care unit there now. But there will be all the possible facilities in a quarantine,” he said about the quarantine facility to be made by the army. The situation was worsening in Madaripur and Faridpur districts and in particular, Shibchar Upazila, according to Malik. “They have more patients with the symptoms than in the other areas. Most of the 17 infected are from the region. So we are considering it vulnerable, critical,” he said. “We will lock these areas down if the number of cases rises,” the minister said and added, “This is the best way to control this disease.”"
"SC makes courts off-limits to prisoners, suspects amid virus risks",19 March 2020 05:49 PM,The Supreme Court has ordered the authorities not to produce prisoners and suspects in courts for legal proceedings amid growing coronavirus risks.,"“The presence of prisoners and suspects in courts for legal proceedings is highly unsafe amid the risk of COVID-19,” the top court said in a statement on its website on Thursday. The decision came after Bangladesh confirmed three new cases of coronavirus, taking the total to 17. “Legal proceedings of the cases will be held keeping the prisoners and suspects in jail. In case of other circumstances, the proceedings should be suspended if necessary.” “The order will take effect immediately and it will remain in force until further notice,” the statement said. The government has already shut all forms of events and mass-gatherings to curb the spread of infectious disease. All educational institutions, archaeological sites and museums, cinemas and cultural events have been closed due to coronavirus."
"India bans incoming flights to rein in coronavirus, seals off Kashmir",19 March 2020 07:58 PM,"India banned incoming international flights on Thursday, restricted public gatherings and blocked roads to seal Kashmir after the insurgency-torn region reported its first coronavirus infection.","Elsewhere in densely populated South Asia, Sri Lanka postponed parliamentary elections as the coronavirus epidemic spread in an area that had been relatively unscathed compared to elsewhere in the world. New cases in India, Pakistan and Sri Lanka are all accelerating, with the total across the region nearing 700. Six people have died. Authorities worry that these countries could be especially at risk should the virus begin to spread locally, due to poor health facilities and infrastructure. India, the world's second most populous country after China, said it would ban all international commercial passenger flights from landing from Sunday for a week. The country has already suspended visas for the vast majority of foreigners seeking to enter. In Indian-ruled Kashmir, claimed in whole but ruled in part by both India and Pakistan, dozens of people told Reuters they had been prevented from leaving their neighbourhoods by police and paramilitary units. Srinagar's senior superintendent of police, Haseeb Mughal, told Reuters that road blockades across the valley had been imposed to prevent the spread of the virus. ""I had to take my mother to hospital in Srinagar but the police closed the road,"" said Mohammed Ayub, from the nearby town of Budgam. ""I am waiting here for the last two hours. I can't even go home now as the road is blocked due to a traffic jam."" Muslim-majority Kashmir has been relatively unaffected by the virus, reporting its first case on Wednesday. But the picturesque valley of seven million is one of most militarised places on earth due a decades-long insurgency against Indian rule, and its residents have been subject to prolonged curbs on movement. An internet shutdown that began in August following sweeping constitutional changes in Kashmir has only just been eased. ELECTION SHELVED Sri Lanka said on Thursday it would delay parliamentary elections scheduled for April 25. The island nation banned all incoming flights for two weeks effective Wednesday and imposed a curfew in some areas. There have been 53 confirmed cases in Sri Lanka. Confirmed cases in Afghanistan remained static at 22 on Thursday, despite what experts say is a brewing crisis in the war-torn nation, especially in Herat province bordering Iran, one of the worst affected countries. In India, several areas introduced curbs on gatherings as coronavirus cases rose to 166. Late on Wednesday, the desert state of Rajasthan invoked colonial-era laws that prevent the unlawful assembly of four or more people - powers more often used to quell riots. Similar restrictions were introduced in Noida, a satellite city of New Delhi. The financial hub of Mumbai expanded its partial shutdown of offices to government buildings on Thursday, with at least half the staff ordered to work from home. Online retailers say they are struggling to keep up with demand as consumers stockpile supplies. ""We are seeing unprecedented order volumes in all cities in India,"" said Hari Menon, chief executive of online grocery retailer BigBasket. The spread of the virus continued to hit markets and companies across the region. The Indian and Sri Lankan currencies both fell to a record lows against the dollar, with Pakistan stocks hitting their lowest level in five years. Indian airline IndiGo said it would cut the salaries of most of its staff, while rivals SpiceJet and Vistara suspended international flights. Since emerging late last year in the Chinese city of Wuhan, the flu-like coronavirus has infected more than 218,000 people and killed nearly 9,000. Confirmed Coronavirus Cases in South Asia: Pakistan - 383 India - 166 Sri Lanka - 53 Afghanistan - 22 Bangladesh – 17 Maldives - 13 Nepal - 1 Bhutan - 1 ——————————— TOTAL – 656"
Thousands mass defying government to pray for coronavirus prevention in Bangladesh,19 March 2020 08:13 PM,"When countries are locking down, thousands of people have gathered in Lakshmipur for special prayer session to prevent coronavirus outbreak despite the government’s directive to avoid mass gatherings.","The special prayer session ‘Khatme Shifa’ took place following the Fazr or early morning prayer on Wednesday at Haiderganj Aheria Rachimuddin Central Eidgah premises in Raipur Upazila. Haiderganj Sayed Manzil organised the special prayer while Andarkilla Shahi Jam-e- Mosque Khatib Syed Md Anwar Hossain Taher Al Zabiri  Al Madani it. During the prayer, the devotees sought the protection of the people around the world from the coronavirus pandemic. No permission was taken from the authorities to hold the event, the district administration said. Many countries around the world have closed their borders and shut down cities to prevent the coronavirus outbreak that spread over more than 174 countries. People are even slapped with fine if they leave their homes without any emergency. Saudi Arabia has stopped congregation in mosques apart from the two major mosques in Makkah and Madina to avoid the crowd. Kuwait opted for the same measure. They requested everyone to offer their prayer at home. The government ordered the people to avoid mass gathering after Bangladesh reported its first coronavirus case on Mar 8. Health Minister Zahid Malik urged postponement of Waz Mahfil and any religious gatherings across the country after more coronavirus cases were reported. “We haven’t issued any permission to hold such an event. We don’t know how they did it. We have directed the Raipur Upazila Nirbahi Officer to issue a show cause notice to the organisers,” said Lakshmipur Deputy Commissioner Anjan Chandra Pal. They were ‘unaware’ of the issue, Lakshmipur Police Superintendent AH Kamruzzaman said. “And this wasn’t a congregation. People just took part in the Munajat following the Fazr prayers,” he said. People from different Upazilas streamed in before the Fazr prayers, witnesses said. The entire Eidgah premises was filled with people by sunrise. They all prayed together. The ‘Khatme Shifa’ was held from Fazr prayers to 7am, said Inspector Belayet Hossain of the local police outpost. Police were unaware of the event beforehand, he said. Raipur Police Station OC Tota Mia reiterated the same. bdnews24.com could not contact mosque committee General Secretary Syed Taher Zabiri after repeated attempt."
Muslim event in Indonesia stopped amid coronavirus fears,19 March 2020 08:49 PM,"A rally of Muslim pilgrims that is drawing thousands of people to Indonesia has been stopped amid fears that it could help spread the new coronavirus, an official said.","But elsewhere in Indonesia, a Christian gathering went ahead with more than 1,000 people despite official discouragement of big religious meetings. The world's most populous Muslim-majority country has reported less than 300 coronavirus cases but there are suspicions many have gone undetected and medical workers have accused the government of a ""half-hearted"" response. For days, authorities had been trying to persuade Ijtima Asia, part of the global Tablighi Jama'at movement of evangelical Muslims, to halt the event at Gowa near the city of Makassar in South Sulawesi province after a similar event in Malaysia led to hundreds of infections. ""Alhamdulillah (Praise be to God), Ijtima finally agreed to postpone/cancel,"" the head of Gowa regency, Adnan Purichta Ichsan, posted on social media late on Wednesday. The pilgrims already there would be isolated while they make arrangements to leave Gowa, he added. More than 8,500 people from across Indonesia, Asia and the Middle East had converged on the area. After resisting the closure of the event and defiantly stating ""we are more afraid of God"" than the coronavirus on Wednesday, organiser Mustari Bahranuddin said he would follow the directive to cancel the prayer rally. But he said it would be difficult to quickly disperse the crowd, many of whom had arrived by ferry. ""We need a process to send the participants home,"" he told Reuters on Thursday. ""The ship has it's own schedule."" The proselytising Tablighi Jama'at movement behind the gathering in Indonesia hosted an event in Malaysia from Feb. 27 to March 1 that drew 16,000 followers and led to more than 500 coronavirus infections. Photos and videos of the Indonesian gathering posted on social media showed huge crowds of men sitting tightly together in a huge tent. The attendees came from all parts of Indonesia, a sprawling archipelago of more than 250 million people. Hundreds more travelled from other Southeast Asian nations, as well as the Middle East, Pakistan and Bangladesh. CHRISTIAN CEREMONY While the Islamic festival ended, a big celebration for the ordination of a Catholic bishop on the island of Flores in eastern Indonesia proceeded, albeit on a smaller scale than anticipated. About 1,000 people joined the congregation, said provincial government spokesman Marius Ardu Jelamu, less than the 8,000 originally expected. A campaign to deter Catholics from attending had been effective and precautions were taken to minimise the chances of contagion, he added. Indonesia's tally of coronavirus infections stood at 227, with 19 deaths, on Wednesday. However, the nation had run just 1,255 tests by Wednesday even though the World Health Organization warned the government earlier this month to scale up testing to prevent much higher infections in the future. Indonesian President Joko Widodo said on Thursday the country will ramp up testing and urged religious leaders to re-evaluate plans for large gatherings."
Bangladesh closes bars to tackle coronavirus outbreak,19 March 2020 09:14 PM,"The government has ordered all bars closed at hotels, restaurants and clubs until Mar 31 as it races to stem the spread of the coronavirus.","The Department of Narcotics Control issued the order with immediate effect on Thursday. “We’ve issued the order because people crowd these places,” DNC Director General Jamal Uddin Amed told bdnews2.com."
India's Modi wants citizens to impose curfew on Mar 22 to prevent spread of coronavirus,19 March 2020 09:23 PM,"Prime Minister Narendra Modi appealed to citizens to stay home and avoid panic buying, even as India outlined plans to halt all international flights and rushed to stem the spread of coronavirus cases in the country.","In a late night address to the nation on Thursday, Modi said people should leave ""their homes only if essential"" and he asked the nation to self-observe an all-day curfew on Sunday. Modi's plea came shortly after India said it plans to halt any incoming international flights from landing in the country as of 2001 GMT on March 22. Modi also urged Indians to stop panic buying and assured them there would be no shortage of essential goods. His appeal came as retailers said they were struggling to keep up with demand as consumers rush to stockpile supplies. ""We are seeing unprecedented order volumes in all cities in India,"" said Hari Menon, chief executive of online grocery retailer BigBasket. Densely populated South Asia has so far been relatively unscathed compared to many other parts of the world. But new COVID-19 cases in India, Pakistan and Sri Lanka are all accelerating, with the total across the region nearing 700. Six people have died. Authorities worry that these countries could be especially at risk should the virus begin to spread locally, due to poor health facilities and infrastructure. The spread of the virus continued to rattle markets across the region. The Indian and Sri Lankan currencies both fell to a record lows against the dollar on Thursday, while Pakistan's main stock index hit its lowest level in five years. ""The pandemic has severely affected the economy,"" said Modi, adding that he has set up a task force to assess the impact. ELECTION SHELVED Sri Lanka said on Thursday it would delay parliamentary elections that had been scheduled for April 25. Earlier this week, the island nation also sealed its borders and imposed a curfew in some areas. There have been 59 confirmed cases in Sri Lanka. In a bid to stem a sharp slide in the Sri Lankan rupee, the nation's central bank on Thursday ordered all banks to suspend funding imports of motor vehicles and non-essential goods. Meanwhile, confirmed cases in Afghanistan remained static at 22 on Thursday, despite what experts say is a brewing crisis in the war-torn nation, especially in Herat province, which borders Iran - one of the worst affected countries. Thousands have been crossing daily across the porous border in that region, with little testing being done on those entering the country, according to an official source. The number of confirmed cases in Pakistan surged on Thursday to 410. The increase is being driven by pilgrims returning from Iran. Some officials fear with thousands of pilgrims yet to be tested, cases could soar further in coming days. MASK EXPORTS BANNED India late on Thursday also banned the exports of surgical masks, ventilators and textiles used for masks and overalls, while several areas introduced curbs on gatherings as coronavirus cases rose to 173. Late on Wednesday, the state of Rajasthan invoked colonial-era laws that prevent the unlawful assembly of four or more people - powers more often used to quell riots. Similar restrictions were introduced in Noida, a satellite city of New Delhi. India's financial hub of Mumbai expanded a partial shutdown of offices to government buildings on Thursday, with at least half the staff ordered to work from home. In Indian-ruled Kashmir, claimed in whole but ruled in part by both India and Pakistan, dozens of people told Reuters they had been prevented from leaving their neighbourhoods by police. Since emerging late last year in the Chinese city of Wuhan, the flu-like disease has infected more than 218,000 people and killed nearly 9,000. Confirmed COVID-19 Cases in South Asia: Pakistan - 410 India - 173 Sri Lanka - 59 Afghanistan - 22 Bangladesh - 17 Maldives - 13 Nepal - 1 Bhutan - 1 TOTAL – 696"
Over 400 Bangladeshi expatriates return from Saudi Arabia amid coronavirus outbreak,20 March 2020 12:19 AM,A total of 406 more Bangladeshi expatriates have returned from Saudi Arabia amid worldwide travel restrictions over a coronavirus pandemic.,"   The returnees were undergoing health check-up at the airport, its Health Officer Shahriar Sazzad told bdnews24.com. If any of them is found to have high body temperature or showing other coronavirus symptoms, they will be sent to the Kuwait-Bangladesh Friendship Government Hospital, Sazzad said. The others are ordered to maintain home quarantine for 14 days, he added."
Burial for dead from coronavirus at Khilgaon-Taltola graveyard in Dhaka,20 March 2020 01:33 AM,The two city corporations in Dhaka have designated the Khilgaon-Taltola graveyard for the burial of coronavirus patients if any of them dies.,"Mominur Rahman Mamun, the chief health officer at Dhaka North City Corporation, said they decided to arrange the burials of the coronavirus patients in a meeting on Thursday. The social welfare officers of the two city corporations will visit the graveyard and fix the spot for the burial, he added. Bangladesh reported 17 confirmed cases of COVID-19 until Thursday. Three of them have recovered and one has died. City corporation officials said they also decided to conduct mobile courts to ensure that the returnees from foreign countries follow quarantine rules. No programme will be allowed at the city corporation community centres now to prevent the spread of the virus. Executive magistrates Roslina Parveen and Zinia Zinnat already conducted drives on several hotels in Gulshan to check if any returnee ordered to quarantine themselves at home were residing in the hotels. These included The Westin, Four Seasons, Long Beach Suits, Amari and Lakeshore. The mobile courts also checked the steps taken by the hotels to prevent coronavirus infection."
UK returnee AL leader Kamran was ‘unaware of home quarantine’,20 March 2020 03:57 AM,"Facing criticism for attending a national event of Mujib Barsha in Dhaka on his return from the coronavirus-hit Britain, Awami League leader Bodor Uddin Ahmed Kamran says no one at the airport told him about the 14-day home quarantine for returnees.","Netizens and opposition politicians slated the former mayor of Sylhet city as his photos attending events, including one with party chief Prime Minister Sheikh Hasina on Mar 17, went viral. In the US, President Donald Trump had to undergo coronavirus test after a Brazilian official, who had met Trump, tested positive for the contagious virus. The government has made it mandatory for returnees from foreign countries to self-quarantine at home for 14 days – the incubation period of the virus. The authorities have punished dozens of returnees for breaking the quarantine rules by going out of home. “Who will fine former Sylhet mayor Bodor Uddin Kamran? He joined a national event just after returning from the UK,” Fazlul Bari, an expatriate Bangladeshi in Australia, wrote on Facebook. “He needs to be sent to mandatory quarantine for his own and everyone else’s safety. His popularity will increase if he responds himself,” Bari added. BNP Senior Joint Secretary General Ruhul Kabir Rizvi accused the government of double standards in the case of Kamran. But Kamran told bdnews24.com he was “certain he is not infected with the virus”. “Because I had filled in the yellow form they had given me at the airport on arrival. They had checked me when I got off at the Sylhet airport. I don’t have any symptoms,” he said. He said his son, who is a doctor, was also enquiring about him all the time. “I don’t have any problem,” the former mayor said. The Awami League leader said he had attended the event of Bangabandhu Sheikh Mujibur Rahman’s birth centenary because he was emotional about it. “And no one told me and the others on the same flight that we needed to be in quarantine. I didn’t know about it. I am staying at home, not going out, after I came to know about it,” he added."
Job cut fears as fashion brands slash orders in Bangladesh with coronavirus,20 March 2020 04:00 AM,"Factory workers in Bangladesh could go hungry as global fashion brands have cancelled or delayed orders worth $138 million due to coronavirus, manufacturers said on Thursday.","More than 100 Bangladeshi factories have already lost orders, manufacturers said, as retail sales plummeted globally and giants like Zara owner Inditex and H&M temporarily closed stores in Europe - the current epicentre of the flu-like virus. ""We are totally dependent on our export proceeds,"" said Rubana Huq, president of the Bangladesh Garment Manufacturers and Exporters Association, which has more than 4,000 members, describing coronavirus as the ""curse of the century"". ""(Our) plea to the brands has been to continue taking our orders until June. And to support us in any form so that the workers don't go hungry ... how will their lives and livelihood be sustained if there are cancellations?"" Bangladesh, the world's second largest garment supplier after China, is heavily-reliant on top fashion brands. The industry employs more than 4 million people, mostly women, and accounts for more than 80% of its exports. The world's wealthiest nations ramped up spending and poured unprecedented aid into the traumatised global economy on Thursday as coronavirus cases ballooned, prompting widespread emergency lockdowns. H&M said it had been hit by a drop in global demand but it was in close and transparent dialogue with its suppliers. ""Our long-term commitment to suppliers will remain intact,"" a spokesman told the Thomson Reuters Foundation in emailed comments. ""In this extreme situation we need to respond fast, together with our business partners, and take decisions that can be difficult in the short-term, but necessary in the long-term ... (and) find solutions that are suitable for all parties."" Labour activists said no workers had been fired as a result of coronavirus but they were afraid of losing their jobs. ""These workers live hand-to-mouth and they are panicked because they have heard that orders are being cancelled,"" Kalpona Akter, founder of the Bangladesh Centre for Worker Solidarity. Akter said workers were also scared of catching coronavirus, with Bangladesh reporting 17 cases and one death by Thursday. The International Labour Organization said in emailed comments that protective equipment, flexible working and better hygiene procedures were needed in Bangladesh's garment factories to prevent the spread of coronavirus. Huq said factories were exercising utmost caution and practising good hygiene. The government said this month that it would assess the economic damage caused by coronavirus before deciding on support packages for business."
Bangladesh to ban all rallies after coronavirus advice defied,20 March 2020 05:10 AM,"The government is banning religious, political, social or cultural rallies.","It comes after thousands of Muslim worshipers, defying government calls to limit crowds, gathered to pray for protection from the coronavirus in Lakshmipur on Wednesday. The decision was taken in a meeting attended by Cabinet Secretary Khandker Anwarul Islam, PM’s Principal Secretary Ahmad Kaikaus and other secretaries in Dhaka on Thursday. They spoke to top officials of the local administrations via video conferencing on Thursday over the coronavirus outbreak. Foreign Secretary Masud Bin Momen, Secondary and High Education Secretary Md Mahbub Hossain, Prime Minister’s Office Secretary Md Tofazzel Hossain Miah, among others, were present. Kaikaus said no one with fever and cold, which are symptoms of coronavirus infection, should visit mosques or temples. “The officials at the district and Upazila levels will monitor (the compliance) sometimes,” he said. The government has no wish to suspend prayers at mosques, Kaikaus said. “But let me make one thing clear. All sorts of political, social, cultural and religious rallies will be embargoed,” he said. “And the family members of those in quarantine will not go to mosques to offer their prayers,” he added. The government has made 14-day home quarantine mandatory for returnees from foreign countries to stop the spread of the virus."
Govt shuts Mirpur zoo to limit coronavirus spread,20 March 2020 05:36 PM,The government has closed down the national zoo at Mirpur in a bid to limit the spread of the coronavirus that has infected at least 20 people.,"The zoo will remain closed from Mar 20 to Mar 31, the Ministry of Fisheries and Livestock said in a statement. The announcement came as coronavirus cases in the country rose to 20 on Friday from 17 previously. No death from the coronavirus has been reported in the last 24 hours until Friday. Bangladesh had earlier reported one death from the coronavirus. The global death toll from the epidemic surpassed 10,000, according to data compiled by Johns Hopkins University."
Bangladesh begins stamping returnees in hands for home quarantine at Dhaka airport,21 March 2020 01:59 AM,The authorities have started stamping returnees from foreign countries in their hands on arrival at Shahjalal International Airport in Dhaka to stop them breaking home quarantine.,Local authorities across Bangladesh have punished dozens of returnees in past few days for breaking the quarantine rules mandatory due to the coronavirus outbreak. Additional Superintendent of Immigration Police Ismail Hossain said the authorities launched the stamping system experimentally on Thursday night so that the returnees can be identified easily if they go out of home during the quarantine period. The time of the quarantine ending is mentioned in the seal.
Bangladesh punishes organisers of religious gathering for flouting coronavirus curbs,21 March 2020 02:44 AM,A mobile court in Magura has fined two organisers of a Waz-Mahfil for defying restrictions on all sorts of gathering due to the coronavirus outbreak.,"Akash Rahman and Saddam Hossain were fined a total of Tk 10,000 for organising the religious gathering at Patkel Bari village on Friday, Sadar Upazila Executive Officer and Magistrate Abu Sufian said.    Sufian said the district administration issued a notice on Thursday banning all sorts of religious, political, social or cultural gathering to stop the outbreak following orders from the Prime Minister’s Office.   "
Coronavirus comes as a blessing for rice traders as prices rise in Dhaka,21 March 2020 04:30 AM,Rice traders in Dhaka are cashing in on the coronavirus crisis which is causing deaths and heavily disrupting daily life.,"Panicked shoppers are loading up on daily essentials – from rice to toilet papers – as the number of COVID-19 patients in Bangladesh rose to 20 on Friday with one confirmed fatality. Rice prices have also increased by up to Tk 12 in three days. The variety of Miniket rice, which was priced at Tk 54 a kg on Wednesday, was being sold at Tk 66 a kg in the capital.    ‘Shariful’, a rice trader in Mirpur’s Pirerbagh, said he was selling Sajeeb’s Miniket rice at Tk 3,000 per sack. The price was Tk 2,700 four days ago and Tk 2,400 last week. He claimed he could not buy rice from the wholesale market in the past two days due to excessive pressure of shoppers. “The wholesalers are selling directly to consumers at high prices. They [wholesalers] don’t have time for us now,” he said. “The customers are not even bargaining. They are paying whatever prices the wholesalers are asking,” said Sultan Ahmed, another rice trader in the area.    Prices of other goods have also increased. Egg was being sold at Tk 112 per dozen, up from Tk 92 a week ago. Lentil price rose to Tk 110 from Tk 102. A customer in Kazipara said he went home without buying onion as the seller asked Tk 70 a kg. When he returned after 10 minutes, the price rose to Tk 80 a kg, the customer said. The price dropped below Tk 45 last week after India lifted ban on export. “If the well-to-do members of society keep stockpiling food, the prices will go out of the poor’s reach very soon,” said Ashraful Islam, teacher of a college in the area."
Bangladesh cuts air connectivity with 10 countries over virus,21 March 2020 10:13 AM,"Bangladesh has cut air connectivity with 10 countries, including India, Singapore and Saudi Arabia, to limit the spread of the coronavirus.","AHM Touhid-ul Ahsan, director of Hazrat Shahjalal International Airport, confirmed the matter to bdnews24.com on Saturday. The countries are Qatar, Bahrain, Kuwait, Saudi Arabia, United Arab Emirates, Turkey, Malaysia, Oman, Singapore and India, according to Ahsan. No flights from the listed countries will be allowed to land in Dhaka. Hazrat Shahjalal International Airport has issued a Notice to Airmen, or NOTAM, in this regard, said Ahsan, adding the decision will be effective until March 31. Bangladesh confirmed three more coronavirus cases on Friday, taking the total to 20. Globally, 11,397 have died from the disease and the number of total cases currently stands at 275,429, according to Johns Hopkins University’s coronavirus resource centre."
Bangladesh confirms second death from coronavirus,21 March 2020 02:35 PM,"Bangladesh has confirmed a second death from the coronavirus, Health Minister Zahid Malik has said.","The 70-year-old was infected after coming into contact with an overseas returnee, Malik said at a media briefing in Dhaka on Saturday. The total number of the infected people is 24, with four new cases reported in the last 24 hours. After the global outbreak of novel coronavirus, the Institute of Epidemiology, Disease Control and Research reported Bangladesh’s first cases of the coronavirus on Mar 8 after two men and a woman tested positive for the virus. Bangladesh reported the first death on Mar 18: he was also 70 years old and was infected after coming into contact with his US returnee daughter. Since then, a total of 20 persons were found infected until Friday in several spells. Some were overseas returnees and some came into contact with the returnees. The infection which caused the latest death came through contact with overseas returnee, the health minister said on Saturday after a meeting of the national committee formed to battle the virus. He said, “The man was more than 70 years old. He was infected through relatives who returned from overseas. He was also suffering from a number of other health issues.” Among the infected, three have recovered and returned home while 19 others are still being treated. Those who have come into contact with other identified patients are being quarantined to halt a widespread outbreak of the coronavirus. Malik said 50 persons are institutionally quarantined at the moment. And 14,264 overseas returnees are in home quarantines. Information and lists of overseas returnees were taken from the airport to the Ministry of Home Affairs. Those who have fled will also be found and be quarantined, Malik said. More than 274,800 people have been infected by the novel coronavirus across the world and 11,389 have died, with deaths in Italy, surpassing the toll in China, where the outbreak began, according to a Reuters tally. Bangladesh has barred all public gatherings to stop the spread of the virus while all education, recreation centres and theatres have been shut down."
Mountaineer Wasfia Nazreen tests positive for coronavirus,21 March 2020 03:38 PM,Bangladeshi mountaineer and social activist Wasfia Nazreen has tested positive for the novel coronavirus.,"Wasfia confirmed the matter in a Facebook post on Saturday. “Yes I’m battling Covid-19 and I am under quarantine right now. Every day is a struggle. I am facing difficulties in walking, bathing, and cooking.” Wasfia arrived in Los Angeles, US, on March 12 and started showing symptoms of the virus the next day. “On Friday I felt a mellow shiver and cold in my body. The next day I felt well. However, I felt a throbbing pain in my head which I had never experienced before on Sunday. My body and lungs started to shake on Monday night and I lost my appetite. I also experienced pain in my throat, nose and suffered a severe headache.” Wasfia was the first Bangladeshi and first Bengali to complete the Seven Summits on November 18, 2015. She has asked all Bangladeshi nationals to stay alert amid the coronavirus outbreak."
